date,month,blood_type,available_units,previous_day_stock,donated_units,requested_units,donor_count,hospital_requests,emergency_cases,is_holiday,special_event,shortage
2024-02-23,2,O+,77,97,19,39,18,3,17,1,0,0
2024-02-23,2,O-,31,55,24,48,24,4,16,1,0,1
2024-02-24,2,A+,65,61,24,20,20,5,3,1,0,0
2024-02-24,2,A-,30,82,29,81,26,7,8,1,0,1
2024-02-24,2,B+,0,42,30,75,28,3,8,1,0,1
2024-02-24,2,B-,19,25,47,53,43,6,14,1,0,1
2024-02-24,2,AB+,24,83,19,78,19,6,0,1,0,1
2024-02-24,2,AB-,34,63,26,55,24,7,1,1,0,1
2024-02-24,2,O+,95,70,44,19,40,2,4,1,0,0
2024-02-24,2,O-,7,65,17,75,14,5,1,1,0,1
2024-02-25,2,A+,32,42,44,54,42,2,5,1,0,1
2024-02-25,2,A-,43,52,21,30,19,3,9,1,0,0
2024-02-25,2,B+,70,83,42,55,38,7,9,1,0,0
2024-02-25,2,B-,57,76,13,32,10,8,14,1,0,0
2024-02-25,2,AB+,53,58,46,51,44,5,6,1,0,0
2024-02-25,2,AB-,26,30,43,47,43,4,12,1,0,1
2024-02-25,2,O+,13,29,17,33,17,5,10,1,0,1
2024-02-25,2,O-,0,33,13,51,12,9,17,1,0,1
2024-02-26,2,A+,0,35,33,70,31,2,4,0,0,1
2024-02-26,2,A-,28,59,28,59,27,2,14,0,0,1
2024-02-26,2,B+,28,54,22,48,18,9,16,0,0,1
2024-02-26,2,B-,54,91,49,86,45,7,16,0,0,1
2024-02-26,2,AB+,26,29,14,17,13,3,1,0,0,0
2024-02-26,2,AB-,56,65,21,30,19,8,8,0,0,0
2024-02-26,2,O+,0,23,50,79,46,6,12,0,0,1
2024-02-26,2,O-,96,73,50,27,47,1,13,0,0,0
2024-02-27,2,A+,39,69,41,71,39,8,11,0,0,1
2024-02-27,2,A-,33,56,23,46,19,3,1,0,0,1
2024-02-27,2,B+,57,74,34,51,33,9,10,0,0,0
2024-02-27,2,B-,0,47,37,84,36,4,5,0,0,1
2024-02-27,2,AB+,18,43,19,44,18,8,15,0,0,1
2024-02-27,2,AB-,57,50,45,38,45,8,5,0,0,0
2024-02-27,2,O+,57,62,18,23,14,1,12,0,0,0
2024-02-27,2,O-,76,94,34,52,30,7,0,0,0,0
2024-02-28,2,A+,2,26,36,60,33,6,0,0,0,1
2024-02-28,2,A-,33,45,22,34,20,2,14,0,0,1
2024-02-28,2,B+,45,68,38,61,36,6,17,0,0,1
2024-02-28,2,B-,0,42,30,72,26,3,5,0,0,1
2024-02-28,2,AB+,60,60,39,39,36,6,9,0,0,0
2024-02-28,2,AB-,70,63,47,40,43,8,2,0,0,0
2024-02-28,2,O+,27,84,11,68,10,1,19,0,0,1
2024-02-28,2,O-,41,59,18,36,18,2,16,0,0,0
2024-02-29,2,A+,23,60,39,76,38,4,19,0,0,1
2024-02-29,2,A-,18,33,29,44,29,4,7,0,0,1
2024-02-29,2,B+,11,32,36,57,34,3,5,0,0,1
2024-02-29,2,B-,0,33,25,61,24,8,17,0,0,1
2024-02-29,2,AB+,28,71,14,57,11,4,15,0,0,1
2024-02-29,2,AB-,0,34,34,87,34,8,8,0,0,1
2024-02-29,2,O+,48,79,30,61,27,4,11,0,0,1
2024-02-29,2,O-,12,40,47,75,46,5,6,0,0,1
2024-03-01,3,A+,57,78,16,37,13,6,19,1,0,0
2024-03-01,3,A-,101,90,35,24,32,8,13,1,0,0
2024-03-01,3,B+,70,56,42,28,39,5,2,1,0,0
2024-03-01,3,B-,65,90,38,63,36,9,12,1,0,0
2024-03-01,3,AB+,58,94,26,62,26,1,7,1,0,1
2024-03-01,3,AB-,39,53,41,55,41,4,15,1,0,1
2024-03-01,3,O+,84,61,51,28,47,4,13,1,0,0
2024-03-01,3,O-,0,42,18,71,17,1,17,1,0,1
2024-03-02,3,A+,4,39,19,54,16,5,11,1,0,1
2024-03-02,3,A-,88,63,49,24,47,4,13,1,0,0
2024-03-02,3,B+,37,71,47,81,47,6,13,1,0,1
2024-03-02,3,B-,27,66,11,50,11,9,11,1,0,1
2024-03-02,3,AB+,48,92,25,69,21,5,10,1,0,1
2024-03-02,3,AB-,55,50,29,24,26,6,10,1,0,0
2024-03-02,3,O+,56,51,31,26,27,8,1,1,0,0
2024-03-02,3,O-,18,57,16,55,15,1,19,1,0,1
2024-03-03,3,A+,9,36,15,42,11,6,12,1,0,1
2024-03-03,3,A-,0,21,31,90,30,6,15,1,0,1
2024-03-03,3,B+,0,33,19,66,19,7,10,1,0,1
2024-03-03,3,B-,78,60,39,21,35,7,9,1,0,0
2024-03-03,3,AB+,9,33,29,53,26,6,11,1,0,1
2024-03-03,3,AB-,59,71,34,46,32,6,9,1,0,0
2024-03-03,3,O+,15,87,10,82,10,9,8,1,0,1
2024-03-03,3,O-,10,49,12,51,12,6,19,1,0,1
2024-03-04,3,A+,70,90,35,55,31,5,4,0,0,0
2024-03-04,3,A-,29,49,49,69,47,9,14,0,0,1
2024-03-04,3,B+,19,42,23,46,22,4,11,0,0,1
2024-03-04,3,B-,32,47,36,51,36,6,5,0,0,1
2024-03-04,3,AB+,22,95,13,86,13,1,9,0,0,1
2024-03-04,3,AB-,60,73,19,32,15,1,4,0,0,0
2024-03-04,3,O+,18,21,12,15,11,7,5,0,0,0
2024-03-04,3,O-,26,76,28,78,28,2,11,0,0,1
2024-03-05,3,A+,26,67,13,54,13,7,11,0,0,1
2024-03-05,3,A-,0,25,19,65,16,1,6,0,0,1
2024-03-05,3,B+,10,22,47,59,44,4,18,0,0,1
2024-03-05,3,B-,73,98,36,61,36,8,0,0,0,0
2024-03-05,3,AB+,22,31,29,38,25,7,16,0,0,1
2024-03-05,3,AB-,0,29,45,75,42,8,7,0,0,1
2024-03-05,3,O+,60,95,39,74,35,1,17,0,0,1
2024-03-05,3,O-,34,64,30,60,27,9,5,0,0,1
2024-03-06,3,A+,18,46,48,76,48,8,9,0,0,1
2024-03-06,3,A-,46,40,31,25,27,1,15,0,0,0
2024-03-06,3,B+,67,54,43,30,41,1,12,0,0,0
2024-03-06,3,B-,0,46,33,90,30,7,19,0,0,1
2024-03-06,3,AB+,41,82,15,56,11,4,17,0,0,1
2024-03-06,3,AB-,60,73,34,47,30,2,4,0,0,0
2024-03-06,3,O+,86,90,22,26,20,2,9,0,0,0
2024-03-06,3,O-,5,42,32,69,31,5,6,0,0,1
2024-03-07,3,A+,0,40,37,90,34,8,16,0,0,1
2024-03-07,3,A-,68,72,46,50,46,5,19,0,0,0
2024-03-07,3,B+,69,47,52,30,48,8,9,0,0,0
2024-03-07,3,B-,33,91,15,73,12,7,1,0,0,1
2024-03-07,3,AB+,52,81,44,73,42,6,6,0,0,1
2024-03-07,3,AB-,51,67,33,49,33,7,5,0,0,0
2024-03-07,3,O+,62,56,52,46,49,7,5,0,0,0
2024-03-07,3,O-,50,95,20,65,19,1,9,0,0,1
2024-03-08,3,A+,34,27,36,29,36,6,3,1,0,0
2024-03-08,3,A-,56,37,44,25,41,3,9,1,0,0
2024-03-08,3,B+,56,92,15,51,12,7,12,1,0,0
2024-03-08,3,B-,0,38,26,91,26,3,17,1,0,1
2024-03-08,3,AB+,49,45,28,24,27,4,7,1,0,0
2024-03-08,3,AB-,0,24,46,76,46,7,2,1,0,1
2024-03-08,3,O+,67,81,36,50,32,6,8,1,0,0
2024-03-08,3,O-,108,82,41,15,40,5,3,1,0,0
2024-03-09,3,A+,33,53,36,56,36,1,5,1,0,1
2024-03-09,3,A-,33,41,33,41,33,3,12,1,0,1
2024-03-09,3,B+,51,71,46,66,42,8,0,1,0,1
2024-03-09,3,B-,0,55,15,81,11,8,9,1,0,1
2024-03-09,3,AB+,66,76,42,52,42,9,12,1,0,0
2024-03-09,3,AB-,31,49,42,60,42,3,18,1,0,1
2024-03-09,3,O+,67,77,44,54,43,1,2,1,0,0
2024-03-09,3,O-,30,72,34,76,31,8,10,1,0,1
2024-03-10,3,A+,60,38,35,13,35,5,3,1,0,0
2024-03-10,3,A-,2,32,29,59,25,2,14,1,0,1
2024-03-10,3,B+,0,37,31,70,31,2,4,1,0,1
2024-03-10,3,B-,36,72,38,74,37,5,19,1,0,1
2024-03-10,3,AB+,74,87,50,63,49,8,4,1,0,0
2024-03-10,3,AB-,64,97,38,71,38,2,18,1,0,1
2024-03-10,3,O+,9,57,23,71,21,3,17,1,0,1
2024-03-10,3,O-,72,92,40,60,36,2,3,1,0,0
2024-03-11,3,A+,54,87,37,70,37,8,3,0,0,1
2024-03-11,3,A-,103,69,49,15,46,8,3,0,0,0
2024-03-11,3,B+,0,20,48,71,48,7,2,0,0,1
2024-03-11,3,B-,2,72,16,86,16,4,12,0,0,1
2024-03-11,3,AB+,50,39,42,31,42,2,4,0,0,0
2024-03-11,3,AB-,85,84,31,30,31,6,2,0,0,0
2024-03-11,3,O+,83,91,19,27,18,8,0,0,0,0
2024-03-11,3,O-,79,74,49,44,45,4,10,0,0,0
2024-03-12,3,A+,29,59,32,62,30,9,2,0,0,1
2024-03-12,3,A-,5,32,23,50,19,8,2,0,0,1
2024-03-12,3,B+,54,59,42,47,41,5,4,0,0,0
2024-03-12,3,B-,70,88,27,45,27,2,15,0,0,0
2024-03-12,3,AB+,14,65,35,86,31,5,13,0,0,1
2024-03-12,3,AB-,78,46,52,20,48,4,5,0,0,0
2024-03-12,3,O+,78,89,38,49,37,6,0,0,0,0
2024-03-12,3,O-,58,72,17,31,15,3,18,0,0,0
2024-03-13,3,A+,39,46,27,34,25,1,16,0,0,0
2024-03-13,3,A-,11,46,22,57,21,6,8,0,0,1
2024-03-13,3,B+,63,97,19,53,17,3,18,0,0,0
2024-03-13,3,B-,36,59,19,42,19,9,17,0,0,1
2024-03-13,3,AB+,74,90,25,41,24,1,1,0,0,0
2024-03-13,3,AB-,41,55,39,53,38,8,17,0,0,1
2024-03-13,3,O+,56,87,38,69,38,2,16,0,0,1
2024-03-13,3,O-,0,48,15,80,15,7,5,0,0,1
2024-03-14,3,A+,19,23,23,27,21,9,5,0,0,1
2024-03-14,3,A-,62,81,49,68,49,3,6,0,0,1
2024-03-14,3,B+,0,23,34,78,30,1,2,0,0,1
2024-03-14,3,B-,3,57,17,71,13,5,13,0,0,1
2024-03-14,3,AB+,32,42,42,52,41,5,1,0,0,1
2024-03-14,3,AB-,84,79,26,21,26,4,3,0,0,0
2024-03-14,3,O+,65,82,43,60,42,2,6,0,0,0
2024-03-14,3,O-,27,86,17,76,14,2,5,0,0,1
2024-03-15,3,A+,61,31,43,13,40,9,2,1,0,0
2024-03-15,3,A-,66,61,42,37,40,9,13,1,0,0
2024-03-15,3,B+,18,59,27,68,24,2,4,1,0,1
2024-03-15,3,B-,66,55,26,15,22,2,4,1,0,0
2024-03-15,3,AB+,79,70,48,39,44,4,18,1,0,0
2024-03-15,3,AB-,5,28,23,46,19,5,15,1,0,1
2024-03-15,3,O+,11,50,16,55,14,2,15,1,0,1
2024-03-15,3,O-,96,94,49,47,46,2,8,1,0,0
2024-03-16,3,A+,1,75,20,94,19,7,19,1,0,1
2024-03-16,3,A-,87,76,41,30,37,7,15,1,0,0
2024-03-16,3,B+,42,26,43,27,42,9,6,1,0,0
2024-03-16,3,B-,34,61,28,55,27,1,7,1,0,1
2024-03-16,3,AB+,78,55,44,21,43,6,11,1,0,0
2024-03-16,3,AB-,49,33,48,32,44,7,9,1,0,0
2024-03-16,3,O+,79,74,35,30,31,2,10,1,0,0
2024-03-16,3,O-,0,25,16,66,15,4,6,1,0,1
2024-03-17,3,A+,91,98,47,54,47,4,5,1,0,0
2024-03-17,3,A-,86,89,36,39,35,4,16,1,0,0
2024-03-17,3,B+,4,24,43,63,43,8,16,1,0,1
2024-03-17,3,B-,42,35,45,38,44,7,9,1,0,0
2024-03-17,3,AB+,12,59,33,80,29,7,1,1,0,1
2024-03-17,3,AB-,85,98,49,62,45,8,14,1,0,0
2024-03-17,3,O+,8,41,41,74,41,7,3,1,0,1
2024-03-17,3,O-,0,20,31,52,29,4,11,1,0,1
2024-03-18,3,A+,0,44,14,70,13,3,15,0,0,1
2024-03-18,3,A-,0,34,37,84,35,6,10,0,0,1
2024-03-18,3,B+,66,65,32,31,31,3,19,0,0,0
2024-03-18,3,B-,21,52,31,62,28,9,15,0,0,1
2024-03-18,3,AB+,9,73,17,81,15,3,13,0,0,1
2024-03-18,3,AB-,49,64,14,29,14,5,14,0,0,0
2024-03-18,3,O+,16,46,51,81,49,9,4,0,0,1
2024-03-18,3,O-,61,88,23,50,19,8,13,0,0,0
2024-03-19,3,A+,55,84,48,77,46,6,19,0,0,1
2024-03-19,3,A-,39,54,19,34,17,9,7,0,0,0
2024-03-19,3,B+,0,23,33,59,31,9,6,0,0,1
2024-03-19,3,B-,115,91,48,24,48,2,5,0,0,0
2024-03-19,3,AB+,41,49,21,29,17,2,7,0,0,0
2024-03-19,3,AB-,0,34,49,91,45,9,19,0,0,1
2024-03-19,3,O+,50,83,23,56,19,9,7,0,0,1
2024-03-19,3,O-,52,82,15,45,13,4,14,0,0,0
2024-03-20,3,A+,61,49,26,14,22,8,3,0,0,0
2024-03-20,3,A-,43,53,27,37,25,8,5,0,0,0
2024-03-20,3,B+,96,94,45,43,41,9,8,0,0,0
2024-03-20,3,B-,67,83,27,43,24,9,1,0,0,0
2024-03-20,3,AB+,48,44,31,27,27,9,12,0,0,0
2024-03-20,3,AB-,98,86,33,21,32,8,0,0,0,0
2024-03-20,3,O+,4,43,36,75,32,6,11,0,0,1
2024-03-20,3,O-,63,46,48,31,46,6,9,0,0,0
2024-03-21,3,A+,74,58,51,35,47,2,10,0,0,0
2024-03-21,3,A-,15,50,42,77,39,8,15,0,0,1
2024-03-21,3,B+,46,72,15,41,14,2,14,0,0,0
2024-03-21,3,B-,66,73,33,40,32,6,15,0,0,0
2024-03-21,3,AB+,67,86,48,67,45,7,6,0,0,0
2024-03-21,3,AB-,0,36,17,82,14,3,11,0,0,1
2024-03-21,3,O+,34,29,41,36,39,8,17,0,0,1
2024-03-21,3,O-,51,59,21,29,21,4,5,0,0,0
2024-03-22,3,A+,43,74,34,65,30,6,7,1,0,1
2024-03-22,3,A-,44,74,48,78,44,7,16,1,0,1
2024-03-22,3,B+,66,97,50,81,47,5,13,1,0,1
2024-03-22,3,B-,1,58,19,76,19,4,17,1,0,1
2024-03-22,3,AB+,50,64,16,30,15,9,16,1,0,0
2024-03-22,3,AB-,0,48,17,87,15,8,12,1,0,1
2024-03-22,3,O+,45,79,24,58,21,4,17,1,0,1
2024-03-22,3,O-,15,38,29,52,27,6,8,1,0,1
2024-03-23,3,A+,30,79,21,70,18,9,14,1,0,1
2024-03-23,3,A-,50,76,51,77,47,9,11,1,0,1
2024-03-23,3,B+,40,60,14,34,12,7,5,1,0,0
2024-03-23,3,B-,17,31,26,40,26,7,7,1,0,1
2024-03-23,3,AB+,87,77,40,30,38,4,13,1,0,0
2024-03-23,3,AB-,90,96,21,27,20,4,13,1,0,0
2024-03-23,3,O+,74,94,50,70,48,1,9,1,0,0
2024-03-23,3,O-,0,69,16,88,12,4,11,1,0,1
2024-03-24,3,A+,0,45,40,89,39,9,12,1,0,1
2024-03-24,3,A-,31,46,39,54,37,9,5,1,0,1
2024-03-24,3,B+,0,36,17,75,15,6,7,1,0,1
2024-03-24,3,B-,50,90,37,77,34,2,19,1,0,1
2024-03-24,3,AB+,10,42,32,64,30,8,16,1,0,1
2024-03-24,3,AB-,41,52,45,56,42,8,13,1,0,1
2024-03-24,3,O+,77,89,44,56,41,2,6,1,0,0
2024-03-24,3,O-,12,46,31,65,31,8,0,1,0,1
2024-03-25,3,A+,100,97,28,25,25,5,10,0,0,0
2024-03-25,3,A-,67,96,49,78,47,4,12,0,0,1
2024-03-25,3,B+,52,84,20,52,17,8,19,0,0,0
2024-03-25,3,B-,4,55,17,68,17,9,0,0,0,1
2024-03-25,3,AB+,0,30,13,70,13,2,14,0,0,1
2024-03-25,3,AB-,46,22,52,28,49,2,2,0,0,0
2024-03-25,3,O+,23,83,22,82,22,9,6,0,0,1
2024-03-25,3,O-,40,44,31,35,29,3,3,0,0,0
2024-03-26,3,A+,3,28,18,43,18,3,1,0,0,1
2024-03-26,3,A-,59,91,19,51,19,9,5,0,0,0
2024-03-26,3,B+,0,35,25,61,22,2,14,0,0,1
2024-03-26,3,B-,0,39,20,75,17,1,1,0,0,1
2024-03-26,3,AB+,34,69,20,55,19,8,11,0,0,1
2024-03-26,3,AB-,0,45,13,86,12,1,15,0,0,1
2024-03-26,3,O+,0,21,15,78,11,1,6,0,0,1
2024-03-26,3,O-,39,85,36,82,32,1,4,0,0,1
2024-03-27,3,A+,94,78,51,35,47,5,17,0,0,0
2024-03-27,3,A-,47,76,17,46,13,8,15,0,0,0
2024-03-27,3,B+,6,23,40,57,36,1,7,0,0,1
2024-03-27,3,B-,30,74,28,72,27,3,1,0,0,1
2024-03-27,3,AB+,45,95,32,82,29,5,9,0,0,1
2024-03-27,3,AB-,13,46,27,60,23,4,15,0,0,1
2024-03-27,3,O+,81,84,35,38,35,7,4,0,0,0
2024-03-27,3,O-,0,25,13,83,12,6,11,0,0,1
2024-03-28,3,A+,69,91,24,46,24,3,2,0,0,0
2024-03-28,3,A-,68,86,44,62,41,2,6,0,0,0
2024-03-28,3,B+,49,69,50,70,47,7,16,0,0,1
2024-03-28,3,B-,81,80,38,37,34,4,9,0,0,0
2024-03-28,3,AB+,41,44,32,35,28,7,16,0,0,0
2024-03-28,3,AB-,86,94,39,47,36,3,2,0,0,0
2024-03-28,3,O+,46,36,53,43,49,5,6,0,0,0
2024-03-28,3,O-,28,58,50,80,47,3,11,0,0,1
2024-03-29,3,A+,15,40,38,63,37,9,15,1,0,1
2024-03-29,3,A-,75,89,20,34,18,5,19,1,0,0
2024-03-29,3,B+,41,74,38,71,34,3,12,1,0,1
2024-03-29,3,B-,44,58,33,47,33,4,13,1,0,1
2024-03-29,3,AB+,82,85,20,23,17,9,2,1,0,0
2024-03-29,3,AB-,0,41,19,78,15,4,1,1,0,1
2024-03-29,3,O+,0,26,18,80,14,6,4,1,0,1
2024-03-29,3,O-,4,53,14,63,14,8,13,1,0,1
2024-03-30,3,A+,73,61,42,30,38,3,19,1,0,0
2024-03-30,3,A-,17,26,38,47,37,6,4,1,0,1
2024-03-30,3,B+,0,31,24,83,24,2,8,1,0,1
2024-03-30,3,B-,50,57,17,24,13,7,1,1,0,0
2024-03-30,3,AB+,0,49,29,78,25,6,12,1,0,1
2024-03-30,3,AB-,36,34,38,36,36,7,0,1,0,0
2024-03-30,3,O+,43,67,50,74,49,4,14,1,0,1
2024-03-30,3,O-,15,46,31,62,31,9,14,1,0,1
2024-03-31,3,A+,46,58,30,42,30,1,13,1,0,0
2024-03-31,3,A-,66,83,30,47,29,3,14,1,0,0
2024-03-31,3,B+,93,99,24,30,21,2,4,1,0,0
2024-03-31,3,B-,0,37,21,83,20,3,8,1,0,1
2024-03-31,3,AB+,61,79,43,61,40,5,8,1,0,0
2024-03-31,3,AB-,90,87,26,23,24,1,4,1,0,0
2024-03-31,3,O+,105,85,38,18,36,9,7,1,0,0
2024-03-31,3,O-,5,41,40,76,37,9,6,1,0,1
2024-04-01,4,A+,35,60,37,62,37,3,6,0,0,1
2024-04-01,4,A-,13,29,29,45,29,9,13,0,0,1
2024-04-01,4,B+,33,89,24,80,20,1,6,0,0,1
2024-04-01,4,B-,35,62,33,60,31,8,2,0,0,1
2024-04-01,4,AB+,75,64,47,36,47,6,17,0,0,0
2024-04-01,4,AB-,106,87,47,28,45,5,2,0,0,0
2024-04-01,4,O+,39,89,27,77,23,4,18,0,0,1
2024-04-01,4,O-,70,91,47,68,44,3,14,0,0,0
2024-04-02,4,A+,8,38,36,66,34,6,12,0,0,1
2024-04-02,4,A-,63,86,20,43,19,6,19,0,0,0
2024-04-02,4,B+,17,56,26,65,23,1,15,0,0,1
2024-04-02,4,B-,78,74,33,29,33,9,8,0,0,0
2024-04-02,4,AB+,95,86,26,17,23,1,6,0,0,0
2024-04-02,4,AB-,79,89,18,28,17,6,12,0,0,0
2024-04-02,4,O+,49,76,23,50,20,7,4,0,0,1
2024-04-02,4,O-,43,73,36,66,33,1,5,0,0,1
2024-04-03,4,A+,58,58,17,17,16,3,5,0,0,0
2024-04-03,4,A-,110,93,44,27,40,5,1,0,0,0
2024-04-03,4,B+,51,71,29,49,27,3,11,0,0,0
2024-04-03,4,B-,34,35,25,26,24,3,12,0,0,0
2024-04-03,4,AB+,18,78,29,89,25,7,12,0,0,1
2024-04-03,4,AB-,99,96,31,28,30,2,3,0,0,0
2024-04-03,4,O+,74,93,33,52,33,7,11,0,0,0
2024-04-03,4,O-,0,29,32,95,32,4,18,0,0,1
2024-04-04,4,A+,21,37,43,59,41,9,19,0,0,1
2024-04-04,4,A-,24,69,38,83,36,5,15,0,0,1
2024-04-04,4,B+,1,30,13,42,12,2,15,0,0,1
2024-04-04,4,B-,81,99,36,54,34,2,7,0,0,0
2024-04-04,4,AB+,81,90,50,59,49,4,14,0,0,0
2024-04-04,4,AB-,20,28,47,55,46,2,0,0,0,1
2024-04-04,4,O+,43,66,14,37,14,8,3,0,0,0
2024-04-04,4,O-,57,81,16,40,15,5,2,0,0,0
2024-04-05,4,A+,28,52,36,60,35,5,7,1,0,1
2024-04-05,4,A-,6,31,13,38,12,3,13,1,0,1
2024-04-05,4,B+,23,32,28,37,28,9,4,1,0,1
2024-04-05,4,B-,11,61,28,78,25,3,18,1,0,1
2024-04-05,4,AB+,22,21,26,25,23,9,9,1,0,1
2024-04-05,4,AB-,48,69,45,66,42,5,17,1,0,1
2024-04-05,4,O+,48,44,39,35,37,4,11,1,0,0
2024-04-05,4,O-,85,84,22,21,22,3,2,1,0,0
2024-04-06,4,A+,0,20,18,82,18,5,8,1,0,1
2024-04-06,4,A-,36,31,43,38,40,2,10,1,0,1
2024-04-06,4,B+,33,73,46,86,44,3,11,1,0,1
2024-04-06,4,B-,37,31,48,42,46,1,6,1,0,1
2024-04-06,4,AB+,41,33,43,35,39,3,9,1,0,0
2024-04-06,4,AB-,24,51,49,76,49,6,0,1,0,1
2024-04-06,4,O+,39,86,18,65,14,6,6,1,0,1
2024-04-06,4,O-,0,37,18,69,14,7,4,1,0,1
2024-04-07,4,A+,7,54,22,69,19,4,8,1,0,1
2024-04-07,4,A-,63,67,28,32,25,4,14,1,0,0
2024-04-07,4,B+,14,59,36,81,34,7,8,1,0,1
2024-04-07,4,B-,61,53,25,17,23,9,5,1,0,0
2024-04-07,4,AB+,46,58,22,34,22,4,3,1,0,0
2024-04-07,4,AB-,0,32,29,73,28,6,11,1,0,1
2024-04-07,4,O+,0,38,17,72,14,4,1,1,0,1
2024-04-07,4,O-,44,66,51,73,49,3,1,1,0,1
2024-04-08,4,A+,14,47,46,79,46,3,12,0,0,1
2024-04-08,4,A-,0,42,15,73,12,9,2,0,0,1
2024-04-08,4,B+,20,31,15,26,15,5,4,0,0,1
2024-04-08,4,B-,0,34,33,71,29,9,15,0,0,1
2024-04-08,4,AB+,6,79,16,89,14,9,14,0,0,1
2024-04-08,4,AB-,67,77,33,43,33,5,13,0,0,0
2024-04-08,4,O+,24,58,27,61,24,5,10,0,0,1
2024-04-08,4,O-,0,55,15,78,11,6,7,0,0,1
2024-04-09,4,A+,7,62,16,71,15,1,19,0,0,1
2024-04-09,4,A-,1,42,25,66,25,4,5,0,0,1
2024-04-09,4,B+,35,78,19,62,19,1,5,0,0,1
2024-04-09,4,B-,77,90,45,58,43,3,17,0,0,0
2024-04-09,4,AB+,61,64,41,44,41,9,3,0,0,0
2024-04-09,4,AB-,32,66,50,84,49,8,9,0,0,1
2024-04-09,4,O+,19,64,22,67,21,2,19,0,0,1
2024-04-09,4,O-,7,52,38,83,38,7,11,0,0,1
2024-04-10,4,A+,0,38,4,47,3,4,11,0,1,1
2024-04-10,4,A-,0,58,7,81,4,9,8,0,1,1
2024-04-10,4,B+,0,39,10,52,6,2,3,0,1,1
2024-04-10,4,B-,41,57,6,22,4,1,0,0,1,0
2024-04-10,4,AB+,76,95,12,31,9,5,3,0,1,0
2024-04-10,4,AB-,17,57,6,46,3,4,7,0,1,1
2024-04-10,4,O+,31,66,3,38,2,8,12,0,1,1
2024-04-10,4,O-,0,43,3,59,3,9,0,0,1,1
2024-04-11,4,A+,0,33,8,70,7,2,4,0,1,1
2024-04-11,4,A-,0,53,7,81,5,3,10,0,1,1
2024-04-11,4,B+,0,39,8,73,6,6,0,0,1,1
2024-04-11,4,B-,65,68,10,13,6,2,1,0,1,0
2024-04-11,4,AB+,7,44,4,41,1,9,17,0,1,1
2024-04-11,4,AB-,48,80,3,35,3,9,6,0,1,0
2024-04-11,4,O+,39,83,4,48,1,9,14,0,1,1
2024-04-11,4,O-,3,21,10,28,8,1,17,0,1,1
2024-04-12,4,A+,15,57,22,64,19,1,2,1,0,1
2024-04-12,4,A-,32,39,26,33,23,7,3,1,0,1
2024-04-12,4,B+,44,60,25,41,22,6,12,1,0,0
2024-04-12,4,B-,107,91,45,29,42,7,10,1,0,0
2024-04-12,4,AB+,0,21,20,67,18,2,8,1,0,1
2024-04-12,4,AB-,93,69,48,24,47,3,5,1,0,0
2024-04-12,4,O+,30,51,38,59,37,5,17,1,0,1
2024-04-12,4,O-,4,31,21,48,18,1,19,1,0,1
2024-04-13,4,A+,13,58,34,79,33,5,1,1,0,1
2024-04-13,4,A-,53,95,25,67,24,1,15,1,0,1
2024-04-13,4,B+,33,55,44,66,44,9,15,1,0,1
2024-04-13,4,B-,29,49,35,55,33,2,6,1,0,1
2024-04-13,4,AB+,70,90,50,70,46,8,18,1,0,0
2024-04-13,4,AB-,38,72,37,71,36,5,9,1,0,1
2024-04-13,4,O+,55,49,45,39,42,8,12,1,0,0
2024-04-13,4,O-,20,41,17,38,15,4,16,1,0,1
2024-04-14,4,A+,79,94,13,28,10,8,18,1,0,0
2024-04-14,4,A-,41,42,23,24,23,9,11,1,0,0
2024-04-14,4,B+,13,69,23,79,22,5,0,1,0,1
2024-04-14,4,B-,25,51,43,69,39,2,18,1,0,1
2024-04-14,4,AB+,63,80,26,43,26,9,8,1,0,0
2024-04-14,4,AB-,10,80,12,82,12,8,13,1,0,1
2024-04-14,4,O+,51,83,46,78,42,1,3,1,0,1
2024-04-14,4,O-,4,47,13,56,10,5,17,1,0,1
2024-04-15,4,A+,35,38,42,45,38,5,7,0,0,1
2024-04-15,4,A-,26,73,26,73,23,5,4,0,0,1
2024-04-15,4,B+,42,89,17,64,13,6,0,0,0,1
2024-04-15,4,B-,69,58,48,37,45,1,16,0,0,0
2024-04-15,4,AB+,0,29,25,72,21,4,13,0,0,1
2024-04-15,4,AB-,58,90,43,75,42,1,7,0,0,1
2024-04-15,4,O+,0,43,35,88,33,7,18,0,0,1
2024-04-15,4,O-,0,39,21,72,18,5,15,0,0,1
2024-04-16,4,A+,35,49,40,54,37,7,0,0,0,1
2024-04-16,4,A-,36,34,50,48,46,2,1,0,0,1
2024-04-16,4,B+,47,65,27,45,26,7,6,0,0,0
2024-04-16,4,B-,28,68,18,58,14,2,19,0,0,1
2024-04-16,4,AB+,14,54,44,84,43,5,6,0,0,1
2024-04-16,4,AB-,107,83,44,20,43,2,0,0,0,0
2024-04-16,4,O+,44,74,24,54,21,8,16,0,0,1
2024-04-16,4,O-,81,56,41,16,38,8,0,0,0,0
2024-04-17,4,A+,0,31,34,80,32,1,13,0,0,1
2024-04-17,4,A-,0,38,29,90,29,5,11,0,0,1
2024-04-17,4,B+,59,73,53,67,49,8,14,0,0,1
2024-04-17,4,B-,44,68,19,43,16,1,3,0,0,0
2024-04-17,4,AB+,69,74,49,54,49,9,8,0,0,0
2024-04-17,4,AB-,41,48,30,37,28,4,8,0,0,0
